	mean	se_mean	sd	X2.5.	X25.	X50.	X75.	X97.5.	n_eff	Rhat
eta_[108]	-2.47396102679085	0.00490958701789747	0.21550061614429	-2.91595550924677	-2.61490520830663	-2.47158377367855	-2.32887896409059	-2.06028794911307	1926.66899530558	1.00153206136432
eta_[109]	-0.377915427549749	0.00227473867543399	0.25433232627175	-0.879818046039525	-0.548805322059793	-0.37726610192682	-0.204051484964915	0.118610557391517	12500.8661171622	1.00007210154326
eta_[110]	-0.70874141413453	0.00202538557344103	0.247022499719918	-1.19127048732815	-0.875665859464001	-0.709585875551876	-0.538966202230055	-0.232301782699568	14875.0214255165	0.999912149557695
eta_[111]	-0.000837447827209658	0.00266655959878375	0.259799631192303	-0.504693869148731	-0.178001503949779	-0.00304256730712858	0.17630575084744	0.513693702445537	9492.3659070406	1.00018909644106
eta_[112]	-1.64512132305517	0.00453580065995159	0.350238084841351	-2.33654558097584	-1.89582403488529	-1.62814013915275	-1.38989317022968	-1.01104823965308	5962.36857349567	1.00039365788852
eta_[113]	-2.2666406052875	0.00462305831101994	0.25712148069208	-2.75341448702891	-2.43905539851726	-2.27328799646826	-2.10187186269427	-1.73422746275984	3093.27105901315	1.00099209440775
eta_[114]	-2.76955250599212	0.00599388237371225	0.247712730431397	-3.28271662774415	-2.93010504540367	-2.75586342820049	-2.59861156095888	-2.31896020975267	1707.96993215196	1.00126854414787
eta_[115]	-2.72402255145789	0.00594885598406562	0.246463694081435	-3.22982934694823	-2.88324892069106	-2.71416914849454	-2.55604396947769	-2.26440729611636	1716.48098481171	1.00176699504775
eta_[116]	-1.30564744886259	0.00324306242271512	0.299906778871578	-1.96453928688343	-1.48509624021308	-1.28296017291968	-1.10127076319034	-0.765957234219155	8551.88689768902	0.999962037355646
eta_[117]	0.373161693951784	0.00377634811898857	0.259763257087813	-0.120348699453909	0.195712859914396	0.368480449480117	0.545106909932093	0.892346816351477	4731.63676138899	1.00010610890392
eta_[118]	0.218476294944902	0.00311861170571995	0.259521640981767	-0.284430294615911	0.0414484606803476	0.21374217111622	0.3907204262205	0.741302624701412	6925.07606242835	1.00007154559459
eta_[119]	0.205869051151041	0.00306695018125888	0.254823683835011	-0.279062808232541	0.03248277692624	0.196759758186532	0.3738749551679	0.718845615962418	6903.44925066647	1.0000545994932
eta_[120]	0.374866112364578	0.00358064229542484	0.262525560024634	-0.129018244203568	0.1989100743007	0.370383483546864	0.544980642430292	0.910317613582591	5375.53027921387	1.00001303971177
eta_[121]	0.525860667338581	0.0038962296504695	0.266454955469402	0.0150503658754222	0.345777978957866	0.523101042004256	0.702579105755121	1.06166753689784	4676.90457700929	1.00002252269042
eta_[122]	0.0425223041353709	0.00271008426758974	0.252733747135197	-0.452242557303108	-0.126877992670334	0.0399413520788773	0.207797893092775	0.542647843190648	8696.82803530007	1.00008431643431
eta_[123]	-0.255413209052845	0.00236481898610571	0.253059976004515	-0.747865815372579	-0.425560686825132	-0.255933525183633	-0.0878253844171964	0.24981279131408	11451.2031165012	0.999878269888654
eta_[124]	0.152603426191749	0.0031108633488682	0.260309725336916	-0.349225356487756	-0.0195805942744789	0.147276891924242	0.325813228987608	0.679353734510668	7001.9486163377	1.00002480534222
eta_[125]	-2.72735190678177	0.00596786014882554	0.247525260225221	-3.24025900837735	-2.88559519372209	-2.71708647634495	-2.55854077448434	-2.27084082918553	1720.29044409126	1.00140662642514
eta_[126]	0.102701667338965	0.00281804977018781	0.256609145191207	-0.391821736844902	-0.0704889651759663	0.0947425442368269	0.274704949993415	0.621839105607789	8291.76417541766	0.999934979380614
eta_[127]	-0.672032581460594	0.00212161369724332	0.25375266605357	-1.1662016652809	-0.841715614212845	-0.672489973201961	-0.506487371076107	-0.167368615084352	14305.0245214768	1.00013341034458
eta_[128]	0.853386911214659	0.00471670401940128	0.273395517406174	0.336946225682307	0.666346716382222	0.849101949576419	1.03344142278896	1.40948414562856	3359.73891962882	1.00063154721677
eta_[129]	-2.90646532735197	0.00698707396666316	0.262675024608156	-3.46006509387063	-3.07277432257439	-2.89671088188396	-2.72186722707507	-2.42846462202298	1413.34075232962	1.00166845813732
eta_[130]	-0.139784905016902	0.00253485499011101	0.256749066081604	-0.632878937579724	-0.312823708010398	-0.144730224273005	0.0317271486875954	0.375542295071107	10259.1529628535	0.999982234843635
eta_[131]	0.185802965152754	0.00303606467108862	0.258423475133247	-0.302994802763699	0.00754376222153877	0.182805462580694	0.359314138677284	0.702460996595117	7245.05836196164	1.00011100168639
eta_[132]	-2.74531208509647	0.00629413356398041	0.248612791973379	-3.25892999187924	-2.90778918532139	-2.73502262363565	-2.57203393161799	-2.28845784314606	1560.18117150729	1.00153732286442
eta_[133]	0.563875543692782	0.00415232117307701	0.26578287757675	0.0493233912896925	0.383468775559202	0.560056320485016	0.738551298511024	1.09770874276921	4097.05809822962	1.00028273335687
eta_[134]	-0.632953574692421	0.00207577745236993	0.250701357758496	-1.12519710506809	-0.799862253074748	-0.632125000491489	-0.4664190914622	-0.137345524327984	14586.5233520617	1.00010692144152
eta_[135]	-2.48402227748955	0.00515985167454272	0.237215022536486	-2.96233820291851	-2.6390204408	-2.48083171643799	-2.32456961477476	-2.02805503850515	2113.53742645383	1.00130621918886
eta_[136]	0.543095791748311	0.00408580748928913	0.267159900377697	0.0339861676289987	0.360413890813446	0.536925194297554	0.722986008923648	1.08378039700371	4275.49837181726	0.999986880792823
